Sesiones,total_kms,kms_prom_por_sesion,total_minutos,mins_prom_por_sesion,vel_media_kmh,max_kms_una_sesion,min_kms_una_sesion
415,9837.15,23.7,33692,81.2,17.52,145.74,0.0
